Review,Sentiment,,,,
"""Bad Blood has women from multiply races in the video, Anaconda has girls shaking their butt.....like c'mon now, this is not about race.""",Neutral,,,,
when The Sun says 1D is gonna split yall get mad but when they said Zayn ended Zerrie with a text yall believe it ok,Neutral,,,,
@user iThink they may introduce the iphone 6S but my cuzzo said the AppleWatch Red and new macbook size,Negative,,,,
@user bitch you sucked dick you got more than a bumper sticker and you may have been a Bentley but now you a prius,Neutral,,,,
Harper will be history after Oct 19. His Calgary riding voters should keep it in mind. If he will not be around...,Positive,,,,
Seeing Carrie Underwood on the cma\u2019s is making me beyond excited for Saturday night\u002c Carrie and Hunter Hayes\u002c here we come!! :) @user,Positive,,,,
WWE is LIVE at the Ocean Center tomorrow. See @user Heavyweight Champion Seth Rollins take on Dean Ambrose &amp; More! #GetYourTicketsToday,Neutral,,,,
Zac Brown Band is coming to the Amphitheatre for their Jekyll + Hyde Tour on November 13th. There are still some...,Neutral,,,,
For sale: one Seth Rollins bronze statue. Caution: May or may not just be @user in a box. #Merch,Positive,,,,
@user <3....But you really shiuld go to bed since you got HSPA tomorrow k babe:) I LOVE YOU!!! Mwaxhhhh:* Night<3^.^,Positive,,,,
"""The 'Eid falls last friday, though it's done I am thankful alhamdulillah to have this additional info/knowledge.",Neutral,,,,
Everyone turning into Kanye West fans just for today and then going to forget about him tomorrow smh,Negative,,,,
May not agree with gay marriage! #KimDavis has been married 4 times but yet has the right to tell someone not to marry? Huh Stay married 1st,Negative,,,,
@user If Kane doesn't find his Nov-Mar form again I think they could be in for a very bad season. Dier-Mason is the kind of...,Negative,,,,
"@user @user aaron, if you take my Netflix and chill girl we are fighting tomorrow",Positive,,,,
At Ali's new gaff and she's making me dinner whilst I watch X Factor. Tuesday just got fucking ACE.,Positive,,,,
Photo: Understanding the Basics of Google Plus You may have heard people speaking about Google+. It is in...,Neutral,,,,
"It may seem a strange comparison, but Jeb Bush has a lot in common with Barack Obama.",Neutral,,,,
ibm unix servers: #IBM - s losing ground with Unix - and Oracle may follow  Sorry  IDC's repor... #car #insurance,Neutral,,,,
highlight of monday was chucking a mattress down the stairs which hit eleanor around the face\u002c causing her to fall down the stairs,Neutral,,,,
"""for anyone who doesn't know, curtis has the 2nd messiest car I've ever seen in my life""",Neutral,,,,
Luca Di Montezemolo (who's last day was Monday) on why Alonso is leaving Ferrari:,Positive,,,,
Sad thing as I learned Easter is on March 27th. Most of my friends will be gone when Batman v. Superman comes out. I wanted to go with them,Negative,,,,
"@user @user @user he has supported Islamic,IRA terror through out his whole 6th form teachers lefty lounge career""",Positive,,,,
What's weird is Serena and Venus are a train ride away right now but I feel like they are goddesses who live on the sun,Positive,,,,
ONE LAST TIME HAPPY 22ND BIRTHDAY LIAM ANd Goodnight Shawn all the love,Positive,,,,
"Speaking of, they're showing Jurassic Park there Saturday and what better way to end my last day in Chattanooga honestly",Neutral,,,,
@user #AprilLives @user what's the point in Sharknado without April? She makes the movie.,Neutral,,,,
@user @user @user thinking about watching the AFL Rising Stars game Sat.  Anyone know if they have posted the rosters yet? #AZFL,Positive,,,,
@user @user hahah wait I really want to come out for St Patricks day! Also everyone should come to Boston for Easter/ my 21st!,Positive,,,,
"@user hello, can you help me out with Ed Sheeran info for Sep 5th ?""",Positive,,,,
"""SULTAN will Release on EID. Shoot Starts in November and ll Wrap in March.There r No Plans to Shift the Release Date """"- @user  Spokesperson""",Neutral,,,,
TOMORROW: Thoughts to Wafer Thin Mints: Saturday at the Black Dog #yegmusic,Positive,,,,
Don't hit the Twitter for bookings and features.. Contact ransom201beats@gmail.com GANGSTA GRILLZ SEPT 20TH WINTERS HERE!!!,Positive,,,,
"""P/ MINUTE? """"@Kops_M: So Kim Kardashian was banking $1million per minute from her emojis on Monday! Say what u want, that is the business!!!""""""",Neutral,,,,
Prepping for tomorrow's National Hot Dog Day. Hot dog cupcakes with whipped icing weenie and condiments. It's a...,Positive,,,,
Today (July 28th \u201912) is Milk Chocolate Day. Bring it on. #milkchocolateday,Positive,,,,
@user prolly not - Magic Mike XXL comes out on September 15th and that's gonna keep me hetero through the holidays LOL,Neutral,,,,
Stone Cold Podcast With Paige On WWE Network August 3: Was it originally supposed to be Hulk Hogan?,Neutral,,,,
#Senate Be Barack Obama for Halloween: In March\u002c after Romney beat Rick Santorum in the Ohio Republica... #Politics,Neutral,,,,
"""Didi Gregorius went 2-for-4 with a home run and three runs scored, and the Yankees outlasted the Red Sox 13-8 on Wednesday.""",Positive,,,,
"""Students:  the practice CAHSEE will happen Nov 14 & 15 at BHS for sophomores, you will do a great job! #Drillers""",Neutral,,,,
"""4th & 5th graders-join Michael Ball for Acolyte Training, following the 10:50am service on Sunday.""",Neutral,,,,
@user when will the 20th Anniversary PS4 controller be available and for how much is it likely to go for?,Positive,,,,
"@user Guernsey - those islanders love the G-Funk and Ice Cube covers. Over to Amsterdam in November, Belize and then Glasgow #homecoming""",Neutral,,,,
Apparently Dark Souls 3 may be the end of the series. All I can say is it better be the peak of the series too.,Neutral,,,,
"FYI: we're taking a hiatus through end of Sept., but we'll see you again in October! [pic from Labor Day catering]",Neutral,,,,
MI holds Curtis scoreless in 2nd qtr. Brings it to within 2 at half. MI 3- Curtis 5,Neutral,,,,
@user September 11th taught many of us all we want to know about Islam.,Positive,,,,
Tonight we're seeing Lee Bryce and they're already trying to get me to go with them to Zac Brown Band on Saturday,Positive,,,,
It's Wake up Wednesday at Cambridge!  Stop by the Clubhouse for Dunkin' Donuts and juice.,Neutral,,,,
Join us tonight at Boston Pizza - Centre on Barton for THURSDAY NIGHT FOOTBALL! Tonight the Chiefs take on the...,Neutral,,,,
Maybe you've heard of the two heavenly bodies we know as the Sun and the Moon. They're actually Chuck Norris' Testicles.,Negative,,,,
I'm turning 20 the day Liverpool will loose away to Utd and Chelsea win away to Everton on Sep 12  It actually couldn't be worse,Neutral,,,,
Bad Blood was playing as I entered Bullwinkles for the first time last night and I may have had an out of body experience??,Positive,,,,
Awesome SC rejects Rahul Gandhi Citizenship row.. Now swamy will suspect on Modi.. may even say he is Congi agent to pass GST ;),Neutral,,,,
"""Sonia Gandhi,Rahul Gandhi will have to appear before it on Dec 19 to face allegations of financial irregularitie #Rahulgandhi #SoniaGandhi""",Neutral,,,,
@user Football Our desire for quick fix results is to blame. Give me the Real Madrid shirt.,Neutral,,,,
Kris Bryant (head) is in the Cubs' starting lineup on Monday night against the Pirates.,Neutral,,,,
Hope you\u2019re getting up to meet me at our Women\u2019s Health Symposium! 9-3 at the Kentucky Center for African-Am Heritage on 18th & Muhammad Ali,Positive,,,,
The Giff was the main reason I once loved Monday night football. RIP USC and NFL legend Frank Gifford.,Neutral,,,,
Talk about running the world.&amp;#160; Michelle Obama sat down with rapper Wale on Friday to answer questions and promote her Reach Higher,Neutral,,,,
I literally had actual plans to go to Disneyland on Thursday and now I don't. This is what the broken heart emoji was made for,Positive,,,,
Vh1 is going to kill friday after next,Negative,,,,
"#NHForum live: Bobby Jindal said 1st thing, he'd repeal O's executive orders (immigration, EPA...) #TCOT #PJNET #CCOT",Positive,,,,
Belated Eid Mubarak to all.  May next Eid bring about the end of tyrants of our planets.  Ameen.,Neutral,,,,
EVERYBODY tryna get these Galaxy Foams .. Yall not hip that the Year Of The Dragon 2012\u2019s come out on saturday also ?? Smfh #HypeBeast,Negative,,,,
Enough with the reality TV. One broadcaster had an original idea and dumped it. Terra Nova deserves a 2nd chance. Up for it?,Negative,,,,
"@user over critical of fleetwood mac, he may have been a little bias and edited some things out... just a theory :D",Positive,,,,
That was another dramatic episode of Big Brother! I'll be back tomorrow with more tweets! CYA!,Negative,,,,
"""Well, this is just embarrassing #immigrantlivesmatter Scott Walker and 'birthright citizenship' via @user",Positive,,,,
"""Tomorrow night: gonna try to do DMs to Austin Mahone, Cody Simpson, & Alli Simpson for the people that want them! (: Late night though!""",Positive,,,,
Get the Skinny on MetroPCS launches the Galaxy S III on October 22\u002c price is $499: Good news for MetroPCS custom...,Neutral,,,,
I watched Act of Valor last night and let me just say that a man that can shoot a gun may or may not score extra attractive points...,Positive,,,,
#1DFacts On the 21st of February 2012\u002c at 8:39pm on Table 74\u002c One Direction lifted their first ever Brit Award for Best British Single,Positive,,,,
Looking forward to next Friday\u002c Q4 update evening & meal at Oakwood House. Hotel room booked & just need to purchase or hire a dinner suit!,Neutral,,,,
Revenge is sweet. John Cena hits Jon Stewart with Attitude Adjustment on #RAW.,Negative,,,,
"""\""""""""@Reality_Touch: Hamid Mir has rejected the negative views of Saleem Safi\u002cSana bucha & Kamran Shahid on PTI peace march. Read his tweets !\""""""""""",Positive,,,,
Tomorrow night at the Roxy come check out THE SATURDAYS @user you won\u2019t be disappointed! @user,Negative,,,,
@user And the father of the Speaker of the Knesset works for Kirill. My 1st argument that Active Measures are severe in Israel.,Positive,,,,
The Earth Festival has officially started! Sage is burning and the sun seems to be shinning beautifully for us!,Neutral,,,,
"""Floyd Mayweather wins 3rd straight Nevada Fighter of the Year, uncle R #MayweatherVSPacquiao,#mayweather,#pacquiao",Negative,,,,
"""Just a quick note- Hulk Hogan was a bad wrestler anyway. C'mon now, the leg drop? Give me a break.  Back to real sports- Go Yankees!""",Positive,,,,
Hey Steve. Texas may have signed Beltre and Toronto signed David Price. But that left Cespedes for the rest of us!! Happy Festaviss New york,Negative,,,,
@user Relaxing?U have a match with Chelsea tomorrow.Oh\u002cI see.U don\u2019t wanna get owned by Chelsea\u2019s youngsters like Bale did.#shame #cfc,Neutral,,,,
Knicks vs heats game tomorrow tonight @ 8.,Neutral,,,,
Ted suggests that Thor's bitie skillz may have been genetic. Mariel tells Ted he needs a tetanus shot. #BadMoon,Positive,,,,
"@user yeah really we'll thank you! May see you soon, hopefully coming back to DMU for a post grad in Jan. Blessings, take care!""",Neutral,,,,
"If you think you've seen everything? You heard it here 1st. Meet 2016 Democratic Presidential Nominee, Michelle Obama",Neutral,,,,
@user hey Mike D you going on the 6th?,Negative,,,,
Kanye West running for President with Kim K as the First Lady may be one of the worst ideas I've ever heard in my entire life.,Positive,,,,
"""Thinking of making a """"Weasley is Our King"""" poster for the Ed Sheeran concert I'm going to Saturday.""",Positive,,,,
When you're sick of waiting for a book to come in from BN so you ask your husband to order it via Amazon Prime. Yup. Getting it Saturday.,Negative,,,,
To anyone in Briana's family who may stumble upon this let it be known that we've always believed you're bottom of the barrel trash but that,Neutral,,,,
Found the limited edition of Midnight Sun. But since B2ST\u2019s oppars are going to work on a new album. I\u2019m not going to buy the 5th mini album,Neutral,,,,
@user I may watch them just to see why people are saying Nicki called out Miley lol. That was probably deserved.,Neutral,,,,
Come check out @user at the black dahlia on saturday night! It\u2019s going to be a party!,Positive,,,,
"@user cool beans :) try and let me know by the end of the day! 7pm, fri 22nd at moomba :)""",Neutral,,,,
"I sat down at IHOP ready to order, dom &amp; Joyce weren't ready and I said ""ya know we all can't live life in the fast line""",Negative,,,,
"""Friday demonstrations: several Palestinians injured by IOF fire: On Christmas Day, protests against the Israel...",Positive,,,,
listening to Nirvana reminds me of how cool my string orchestra teacher is. she's my 1st period &amp; I'm always pumped af to see her,Neutral,,,,
"@user Are you sure of the bets which one can make in Vegas? E.g. Gatorade, Katy Perry. I think those may only be available offshore.""",Neutral,,,,
End of an era.... I'm leaving Hampstead Theatre after 3.5 years at the end of August to go on tour as Technical Manager on The Ladykillers!,Neutral,,,,
"""Sipp is facing Josh Hamilton with two on, two out in the 5th.""",Neutral,,,,
"""REPORT: After heavy losses, Iran withdrawing from Syria -- and Hezbollah fears it may lose",Neutral,,,,
'Sarah Palin' appeared on Sunday 6 at the 14th place in the Top20 of Birmingham's Trends: #trndnl,Negative,,,,
Cos the @user appears now to be run by 3rd world dictators whose agenda is to libel Israel?,Neutral,,,,
"""NEWS> Flava - Flava will be taking over Floor 5 tomorrow night, with some of the best hip hop, afrobeats and RnB t",Positive,,,,
"I may not like her music but Mariah Carey is the queen of shade, I worship her.",Positive,,,,
Is anyone going to AC/DC at Ford field next Tuesday?,Positive,,,,
"""Wow! Big 24 hours for @user 1st, @user named Miss USA, now @user is named a starter for the MLB All-Star Game!! #Tulsa""",Neutral,,,,
@user If we say that Islam is a hijacked religion; we need to know when so it may be restored it to its previous peaceful state.,Negative,,,,
"@user The Bubby Brister Memorial Worst QB of the week goes to Christian Ponder, -16.82. Sorry, kid. Geno/Vick have to be 2nd worst.""",Positive,,,,
"""Can't wait for this. Curtis, keep doing your thing. Hope you get to tour over here in the UK. #ProductOfMyDna",Positive,,,,
@user deron and Tyson Chandler... Brutal. Can't wait for lebron to stick the dagger in me tomorrow night,Negative,,,,
Massive thunderstorm over Milan last night. A few more of those expected across the coming days. Friday looking sketchy.,Positive,,,,
only 2 more episodes left to watch of Dexter series 1! :D pay day next monday - definatly gonna purchase series 2!!,Positive,,,,
"""Thank God for Red Bull, Im gonna have to chug like 3 of them to start my day tomorrow.""",Positive,,,,
Jimmy Urine &amp; Bernie Sanders have the same sun sign as me. I'm so inspired r/n.,Neutral,,,,
Highest accumulations from Snowsqualls tonight to tomorrow would be between Bayfield and Grand Bend along hwy 21 &amp; SE to Stratford #onstorm,Negative,,,,
@user how about you make a system that doesn't eat my friggin discs. This is the 2nd time this has happened and I am so sick of it!,Positive,,,,
Put my Michael Jackson playlist on and cleaned the hell out of my house. Gonna be a great Saturday.,Negative,,,,
Brock Lesnar coming to ESPN tomorrow. To be safe I am going 300 miles away. Let him kill @user and @user,Negative,,,,
"""I can't lie that """"Black Friday"""" my baby Nicki took an L, fuck Kim she been ran thru more than McDonalds drivethru",Negative,,,,
@user  I laugh to death!!!lol!! Don't trust the translation of google anymore! It's is full of errors!! btw u played truant today .\_/.!,Neutral,,,,
"""I\u2019ve never sat through an episode of \""""""""Gossip Girl\"""""""" which does not inhibit me from calling it \""""""""Jim Henson\u2019s Bret Easton Ellis Babies\""""""""""",Positive,,,,
@user Do you expect tomorrow\u2019s last lap to be action-packed like today\u2019s NNS? A G-W-C would be interesting. #thrillingclimax,Neutral,,,,
"""Hey tomorrow's wing Wednesday! Unless they changed it... and it's like Tofu Wednesday... I mean you know Michelle Obama..."" -my dad",Neutral,,,,
Never say never .. &amp; how do you know ? He gone be somewhere in the studio with Trey Songz and Frank Ocean gay asses,Neutral,,,,
"""Selling 3 Zac Brown Band tickets. Saturday August 15, Citizens Bank Park in Philly. Please let me know if you're interested!""",Positive,,,,
@user on September 5th\u002c The Finder reaches italian tv (with the worst title translation ever). FINALLY!!! :D #finder #risolutore #sky,Neutral,,,,
"""Repio CEO Neil Cox is speaking at Chicago\u2019s Social Media Week tomorrow about \""""""""Social Media & The Changing Face of Employment - Check it...""",Negative,,,,
"""Well... it looks like Resident Evil 6 may divided gamer like Operation Raccoon City did. Oh well, shit happens.""",Positive,,,,
The @user Dance Academy is back and bigger and better than ever before! Sign up for the classes next Wednesday,Positive,,,,
"""No Matter How Painful it May Be, Doing Your Best Will Open a Path (Naruto)""",Neutral,,,,
Idgaf who our girls team playing tomorrow! I\u2019m riding with them! Even if they play Baylor!,Positive,,,,
@user Here's a pic of my son before we took him to see you at Training Camp today! He's really a Sanchez too!,Positive,,,,
"""Katy Perry's Last Friday Night speaks to me. Oh, not so with you? I get it, but....it's early, have faith, weedhoppers.""",Positive,,,,
Hannibal has been the most amazing show on NBC. I really hope they get a 4th season. Bryan Fuller is amazing #Hannibal #HannibalFinale,Negative,,,,
shit that pisses me off: Men that complain about International Women's Day and don't realise International Men's Day is Nov 19th. SUCK BALLS,Neutral,,,,
"""We may have to look at the possibility of a hung Parliament, UDC and BCP may collectively get a combined simple...",Neutral,,,,
When you find out Curtis isn't gonna be at the Two9 show tomorrow,Neutral,,,,
Tweeps; Paris is under curfew. There are no mass demontrations taking place. The pics going around are from Charlie Hebdo in Jan.,Positive,,,,
Game Day Baby! I woke early thinking of Friday Night Lights!  May you play as family for the Glory of the Lord! #GoBa,Positive,,,,
"""National Hot Dog Day is tomorrow!  Sonic is doing """"Dollar"""" hot dogs....the 6 inch size.....all day tomorrow.  I...",Neutral,,,,
Floyd Mayweather will go toe to toe with Haitian-American boxer Andre Berto on September 12 in his final fight - bad luck Mundine #nochance,Negative,,,,
Terrible play call on 2nd and 7. Victor Cruz on a slant? TE? Nicks sideline? How about any of those?,Negative,,,,
"""Lost to the Red Sox? DAMN! C'mon Yankees, gotta keep beating up on the bottom feeders.""",Positive,,,,
Star Wars Day!  May the force be with you. @ Studio Movie Grill,Positive,,,,
"Minecraft account: Derosion @user Retweeted, may I wish best to all for the legend rank!",Neutral,,,,
Head to a #Ladbrokes shop at 9am tomorrow to hear Tom Segal\u002c #Pricewise of the Racing Post preview the action at #RoyalAscot. #horseracing,Positive,,,,
#MeccaLive may have just shown the world what a beautiful religion Islam is,Neutral,,,,
Mark Cosgrove has just completed his 12th Shield ton\u002c which is his 6th at Adelaide Oval. SA v TAS 222/1. The...,Neutral,,,,
.@ForeignPressCtr - Live webcast tomorrow 3:30pmET with  former @user Secretary Gen. Kofi Annan: #FPAnnan,Negative,,,,
Not going to school because YOLO... & because my essay is so not gonna be ready by tomorrow.,Neutral,,,,
Luffy one shotted Naruto with Red Hawk LOL they didn't even include Naruto's rasenshuriken or Luffy's Gear 3rd smh or 4th.,Positive,,,,
@user Oh it was a good cry. She\u2019s a Blake fan & was SO happy Taylor didn\u2019t win for the 3rd year in a row.,Positive,,,,
@user thank you mr B.Netanyahu may the Lord bless you  and family and Israel and God land's of chosen,Negative,,,,
@user I won't be by my PS4 until tomorrow night at the earliest :(,Neutral,,,,
It may have started @user but now the @user is in Siberia\u002c yes\u002c Siberia: #writers #writing,Positive,,,,
"""To Lee Soo Man, Our deepest sympathy goes out to you &amp; your family as you struggle through the grief and sadness. May ur wife Rest in Peace""",Positive,,,,
Great day of sun and blue skies!Great day of Sport! Paul Dunne story of the day! Aussies weren't half bad either!,Positive,,,,
Obama's 94-year-old grandmother will be honoured for her work with Kenya's orphans at the 10th South African Traditional Music Awards,Neutral,,,,
2.) This is after both Trump and Scott Walker call for 14th ammendment rights to be taken away from the children of immigrants,Negative,,,,
"@user @user Egg-head! Don't sit on Twilight's head, you may have to go to the hospital after that.""",Neutral,,,,
"""I tried to tell a coworker that I wanted to bring drinks to six flags and she said """" I think we may be stopping by dunkin """"....""",Neutral,,,,
Get to know Amy Lee! Want to know more about Evanescence\u2019s leading lady Amy Lee? Amy sat down to answer some of...,Positive,,,,
Soaking up the last of the summer sun. Happy Labor Day! #WeDontSweatWeGlisten,Neutral,,,,
Headed to Fenway to watch the Red Sox tonight. Tough year - I bet they miss Pedro. #INBOUND15,Neutral,,,,
Until Bradford gets hurt and Murray doesnt do what he did in Dallas.,Neutral,,,,
"@user come on, you know most white people know about Friday. It was the only movie that I wasn't scared of Ice Cube.""",Neutral,,,,
RT: @user all fans of Toni Gonzaga she there @ landaco plaza albay legazpi october 30 tonight 8pm @user @user,Neutral,,,,
@user I only go once a week or so ... That may be because I work at home and going to Dunkin means leaving my house,Neutral,,,,
"""See What Cate Blanchett, Rooney Mara and More Wore to the 7th Annual Governors Awards via @user",Positive,,,,
Floyd Mayweather fights Andre Burto this Saturday. All I gotta say is where all the hype at????? Lol,Positive,,,,
"""Join me Wed for a live webcast on cost optimization for IT, for the SMB crowd.  << send your questions in! #DellWebcast""",Neutral,,,,
Who do You think they have guds to stand against the Wyatt Family monster and as @user and Dean Ambrose 3rd Member? Please Comment,Positive,,,,
"""Congratulations to Curtis--shooting on the range on Black Friday entered him to win the SD9VE, Smith &amp; Wesson!...",Positive,,,,
@user Today is our Chinese July 7th Valentine\u2019s day I hope you will soon find you that she wishes you to be happy  Happy Valentine\u2019s Day,Positive,,,,
"@user Harper gets first chance, most seats won get 2nd chance. Easy. Harper does not play well with others, ask Danny Williams.",Positive,,,,
"#LinuxCon attendees, join IBM in the Cedar Room in 15 minutes for a ""Linux Without Limits"" meetup (includes lunch):",Positive,,,,
Buzzin to see Santino\u002c Zack Ryder\u002c AJ and Layla turn the lights on at Braehead Tuesday hahaha #woowoowoo,Positive,,,,
1st putter of the Bob Marley down! @ Cirque Daiquiri Bar and Grill,Neutral,,,,
y'all are gonna get spammed af on tuesday for the sam smith concert,Positive,,,,
Can't wait till 6pm tomorrow to come and the only recognised striker have is Kane for rest of season #TransferWindow #pullyourfingeroutlevy,Neutral,,,,
"""RT @user Rumors say it is \""""""""Tangled\"""""""" and it may replace Beauty and the Beast at Studios and Aladdin at DCA. Just a rumor for now...""",Neutral,,,,
"""Milan fans living through Bee, he's living our dream. Just please get rid of galliani before buying the club",Neutral,,,,
Red Sox have 2 on 1 out in the bottom of the 8th! Cash them in please! #rallytime,Positive,,,,
Girl Scouts will be out picking up trash through Hawley on November 3. This is just to do our part in helping keep Hawley clean. We will...,Neutral,,,,
John Kasich locked up an influential endorsement Tuesday night in New Hampshire on the heels of a new poll...,Positive,,,,
@user Josh Bradley turns 23 tommorrow!! July 15.  Hope all is well with You!! Enjoying your music. Have some Halo-Halo!,Negative,,,,
how jokes is it that edgar davids plays for barnet now and wtf happened in the leeds-wednesday game tonight?!?!,Positive,,,,
Thank you to IBM in Ottawa for their donation on Tuesday. The tacos went great with the chili we had on the menu at The Oaks.  #donate,Neutral,,,,
"""Hillary Clinton, Caitlyn Jenner and Nobel Peace Prize winner Malala Yousafzai will kick off the 13th season of...",Positive,,,,
"""They have some really creative things going on at Tapanco (Calle 68 and 47). For instance, this concert tomorrow...",Neutral,,,,
I swear if Zayn performs tomorrow  at the vmas I am not prepared mentally or physically,Neutral,,,,
"""Soundtrack for the weekend: (David Bowie, The Man Who Sold the World '95, September '95).""",Positive,,,,
Normally I prefer a spot of Rammstein on a Sunday morning - perfect for doing the ironing or a spot of aggressive furniture polishing.,Neutral,,,,
"""Let's watch today's Vampire Diaries part online, with my \""""7 up\"""" next to mexD good company..""",Positive,,,,
"""#yoga and bier this Saturday @user with Annamarie at 11:00!  Donation Yoga, bring $ for Bier.  All proceeds go to @user",Neutral,,,,
'Sam Smith' appeared on Tuesday 18 at the 18th place in the Top20 of Dallas-Ft. Worth's Trends: #trndnl,Negative,,,,
"""2nd episode of Family Guy , I missed It the first time (:""",Positive,,,,
@user Magic Mike XXL. 4th time. If you think it's just about stripping.....you would be wrong.....#YOURbeautyisenough,Positive,,,,
Your weekend just got a whole lot sweeter ~ today is National Ice Cream Day. C'mon downtown #GenevaIL for the BEST!,Positive,,,,
David Wright played all 9 innings in the field for St. Lucie. Went 0-1 with three walks at the plate. Due up 6th in bottom of the 9th. #Mets,Neutral,,,,
"@user Think they put him number 3/4 These Sky Sports Pundits are pro Barca,  spent ages talking about Messi's win on Thurs.",Positive,,,,
"Contrary to what you may have heard in the media, Rick Perry has a loyal, dedicated team that is committed to...",Positive,,,,
"""I am going to take a sign to Raw on Monday that says """"Hulk Hogan is my nigga."""" #BelieDat""",Neutral,,,,
some times on Friday I'm still compelled to song a little Rebecca Black. just 'cause.,Positive,,,,
Just watched the whole 2nd season of AHS in less than 24 hours. I'm not even ashamed.,Negative,,,,
Caitlyn Jenner may be responsible for the death of Jon Benet Ramsey (and someone else) via @user #LGBT,Negative,,,,
I am manipulative: Knightley: Los Angeles\u002c Nov 2: Actress Keira Knightley says although she does not like some t...,Negative,,,,
But now you pay George Osborne more tax....yip yip xx,Positive,,,,
@user Happy B'day in Italy :-) I know it's tomorrow but party is today! enjoy your time a mom&davide my disabled boy: we love U2,Neutral,,,,
"""Waiting for Milan vs Empoli, hope for the 1st 3 points of the season.. #ForzaMilan""",Neutral,,,,
Ice Cube says Straight Outta Compton critics should make their own NWA movie,Positive,,,,
Can\u2019t wait to go to the WVU vs. TCU game on Saturday,Neutral,,,,
Reminder that today is the FINAL DAY to signup for Knollwood's Michelob Open happening tomorrow (@NC) $60 for Members &amp; $80 for Non-Members,Neutral,,,,
"@user Knowing you are a Red Sox fan, who will win the rubber game tomorrow? Go Yankees!  LOL""",Neutral,,,,
"@user SCOTUS says it is already in Constitution, 14th amendment.  Don't need new laws for that.",Positive,,,,
@user Sensationalism at its finest. Next thing you know we'll be hearing that Graham Harrell may take Aaron Rodgers' spot. SMH.,Positive,,,,
@user Selena's album is coming out November 24th &amp; it's called 'For You' it'll include 2 new songs &amp; 4 old @user we poor,Neutral,,,,
"Please be advised, reading Oracle's Legacy may cause heightened imagination. Proceed with care: #ebook",Negative,,,,
"""This is a free country that believes in equality but if you (or your father) were born in Iran or Syria, you're FOREVER a 2nd class citizen""",Positive,,,,
"""Fresh off the fight of the decade, this Saturday Floyd Mayweather is back to defend his Welterweight World Title...",Neutral,,,,
@user wait...  Isn't that May 4 is Star Wars day?,Neutral,,,,
Moto G 3rd Gen vs Xiaomi Mi 4i : Who hold the best place in market ? - via @user,Positive,,,,
FRIDAY NIGHT LIGHTS!!! Here in Brownsville the match between Hanna Eagels and Rivera Raiders.,Neutral,,,,
The LionsXII will face ATM FA on 5 October\u002c in the first leg of Semi-Finals at Jalan Besar Stadium!,Positive,,,,
Okay so frank ocean is performing at fyf festival whoever goes has to record the show!! August 22nd!!!,Positive,,,,
"@user I'm glad ~smiles gently~ You might slap me, but after seeing you I'm much better, Mikasa. May I accompany you?""",Negative,,,,
The Devil Inside may be the worst movie I\u2019ve ever seen.,Neutral,,,,
"""Buy Moto G( 3rd Gen, 16GB) Just Rs. 12,999 with Exclusive Launch OFFERS - Flipkart",Negative,,,,
RT @user Maybe I'm just to damn emotion   :-\/ good night Irene,Positive,,,,
@user I\u2019m bringing you a play to read on Monday. YOU\u2019LL READ IT AND LOVE IT. And Meryl Streep is going to be in the movie adaptation.,Neutral,,,,
"Kim and Simon Huck watching Serena Vs. Venus at day 9 of the 2015 U.S. open on Tuesday in Queens, NY.",Neutral,,,,
"""dear ujjwal nikam, no one is claiming yakub is innocent, we want him to be shown mercy, he must not be hanged, may be jailed.""",Neutral,,,,
@user the heat game may cost alot more...and plus I would rather see Austin Rivers play,Neutral,,,,
Bale took Wales from 118th position to the 9th position in FIFA ranking. Y U NOT DO THIS WITH REAL MADRID???,Positive,,,,
@user @user I mean 6th to 2nd of course ... 2nd to Maillot Jaune tonight !!! Go Cadel !!!,Positive,,,,
Brian #Burke will serve as grand marshal of the #Calgary Pride Parade on Sunday.,Neutral,,,,
"""like c'mon, Kpop fans vote almost everyday, for every music shows + award shows at the end of the year + different polls. We live by voting""",Neutral,,,,
so theres a rumor that Frank Ocean's new album might drop the 20th or something,Positive,,,,
"Jay-Z and Beyonce came to Taylor's 25th but not Kim and Kanye's wedding. Imma let Taylor finish, but she had the best birthday of all time.",Neutral,,,,
"""((I'm grounded from the internet until Monday, so talk to me while I'm still at school! -.-))""",Neutral,,,,
Medical for Mario Lemina tomorrow at Juventus. Another one bites the dust #OM,Neutral,,,,
#Trayvon My daily tweet (9-09) in memory of Trayvon Martin- killed 197 days ago. ~May you Rest in Peace~ (Praying and hoping for the family),Positive,,,,
@user Happy birthday!! Have a top day. And hope Everton batter Chelsea on Saturday for you haha! x,Neutral,,,,
"@user Or something like NBC's ""Blackout Thursday"" where they had the lights come back on at 9pm because Seinfeld refused to participate.",Positive,,,,
@user @user do you know when you guys are going to Tempe the 2nd or 3rd week? Have to claim my parking spot!!! Lol,Neutral,,,,
Malkin playing Thursday: QuotePenguins center Evgeni Malkin is set to play his first game of the season ... #Hockey,Positive,,,,
"""I feel like a kid before xmas, i cannot wait to get oneRT @user In case you missed it...Nokia N9 release date",Neutral,,,,
TODAY is the 1st day of Infection Control week.Have a look at HIV infection in Healthcare Settings: #infectioncontrol,Positive,,,,
"""just only for true Liverpudlian, download this song on iTunes IDR15.000. keep it on 1st in xmas chart! #ipho",Neutral,,,,
"The doc Soaked in Bleach, out August 14, looks into Kurt Cobain's death. Read what the director has to say about it:",Positive,,,,
